ID	Macrosegmento	Segmento Empresarial	Especialidade Principal	Serviços Principais	Palavras-chave / Termos de Busca	ICP B2B (Cliente Ideal)	Setores-alvo	Necessidade / Dor que Resolve	Sinais de Oportunidade para Busca	Objetivo de Captação	Modelo de Contratação	Potencial de Recorrência
B2B-0366	Alimentação e Food Service B2B	Fornecedor de Cestas Básicas	Cestas	"Cestas; kits; personalização; entrega; gestão"	"fornecedor de cestas basicas; alimentacao e food service b2b; cestas; kits; personalizacao; entrega; gestao"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: cestas.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por cestas e kits.	Contrato recorrente + eventos	Alta
B2B-0367	Alimentação e Food Service B2B	Fornecedor de Kits Alimentação	Kits	"Kits; snacks; eventos; onboarding; entrega"	"fornecedor de kits alimentacao; alimentacao e food service b2b; kits; snacks; eventos; onboarding; entrega"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: kits.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por kits e snacks.	Contrato recorrente + eventos	Alta
B2B-0368	Alimentação e Food Service B2B	Fornecedor de Frutas para Escritórios	Frutas	"Frutas; snacks saudáveis; reposição; entrega"	"fornecedor de frutas para escritorios; alimentacao e food service b2b; frutas; snacks saudaveis; reposicao; entrega"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: frutas.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por frutas e snacks saudáveis.	Contrato recorrente + eventos	Alta
B2B-0369	Alimentação e Food Service B2B	Serviço de Café Corporativo	Máquinas	"Máquinas; insumos; manutenção; abastecimento"	"servico de cafe corporativo; alimentacao e food service b2b; maquinas; insumos; manutencao; abastecimento"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: máquinas.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por máquinas e insumos.	Contrato recorrente + eventos	Alta
B2B-0370	Alimentação e Food Service B2B	Locação de Máquinas de Café	Máquinas	"Máquinas; instalação; manutenção; insumos; suporte"	"locacao de maquinas de cafe; alimentacao e food service b2b; maquinas; instalacao; manutencao; insumos; suporte"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: máquinas.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por máquinas e instalação.	Contrato recorrente + eventos	Alta
B2B-0371	Alimentação e Food Service B2B	Vending Machines Corporativas	Máquinas	"Máquinas; snacks; bebidas; reposição; gestão"	"vending machines corporativas; alimentacao e food service b2b; maquinas; snacks; bebidas; reposicao; gestao"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: máquinas.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por máquinas e snacks.	Contrato recorrente + eventos	Alta
B2B-0372	Alimentação e Food Service B2B	Fornecedor de Água para Empresas	Água	"Água; bebedouros; galões; manutenção; reposição"	"fornecedor de agua para empresas; alimentacao e food service b2b; agua; bebedouros; galoes; manutencao; reposicao"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: água.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por água e bebedouros.	Contrato recorrente + eventos	Alta
B2B-0373	Alimentação e Food Service B2B	Empresa de Nutrição para Restaurantes Corporativos	Cardápios	"Cardápios; fichas técnicas; segurança; custos; auditorias"	"empresa de nutricao para restaurantes corporativos; alimentacao e food service b2b; cardapios; fichas tecnicas; seguranca; custos; auditorias"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: cardápios.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por cardápios e fichas técnicas.	Contrato recorrente + eventos	Alta
B2B-0374	Alimentação e Food Service B2B	Consultoria de Segurança Alimentar	Boas práticas	"Boas práticas; HACCP; treinamentos; auditorias; documentação"	"consultoria de seguranca alimentar; alimentacao e food service b2b; boas praticas; haccp; treinamentos; auditorias; documentacao"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: boas práticas.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por boas práticas e haccp.	Contrato recorrente + eventos	Alta
B2B-0375	Alimentação e Food Service B2B	Fornecedor de Ingredientes para Indústria	Ingredientes	"Ingredientes; aditivos; insumos; desenvolvimento; logística"	"fornecedor de ingredientes para industria; alimentacao e food service b2b; ingredientes; aditivos; insumos; desenvolvimento; logistica"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: ingredientes.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por ingredientes e aditivos.	Contrato recorrente + eventos	Alta
B2B-0376	Alimentação e Food Service B2B	Distribuidora para Restaurantes	Alimentos	"Alimentos; bebidas; descartáveis; higiene; entrega"	"distribuidora para restaurantes; alimentacao e food service b2b; alimentos; bebidas; descartaveis; higiene; entrega"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: alimentos.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por alimentos e bebidas.	Contrato recorrente + eventos	Alta
B2B-0377	Alimentação e Food Service B2B	Fornecedor de Pães e Confeitaria B2B	Pães	"Pães; doces; congelados; fornecimento; logística"	"fornecedor de paes e confeitaria b2b; alimentacao e food service b2b; paes; doces; congelados; fornecimento; logistica"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: pães.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por pães e doces.	Contrato recorrente + eventos	Alta
B2B-0378	Alimentação e Food Service B2B	Fornecedor de Congelados B2B	Pratos	"Pratos; salgados; sobremesas; distribuição; private label"	"fornecedor de congelados b2b; alimentacao e food service b2b; pratos; salgados; sobremesas; distribuicao; private label"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: pratos.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por pratos e salgados.	Contrato recorrente + eventos	Alta
B2B-0379	Alimentação e Food Service B2B	Empresa de Eventos Gastronômicos Corporativos	Estações	"Estações; chefs; experiências; catering; produção"	"empresa de eventos gastronomicos corporativos; alimentacao e food service b2b; estacoes; chefs; experiencias; catering; producao"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: estações.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por estações e chefs.	Contrato recorrente + eventos	Alta
B2B-0380	Alimentação e Food Service B2B	Food Service para Hospitais e Escolas	Refeições	"Refeições; dietas; operação; segurança; gestão"	"food service para hospitais e escolas; alimentacao e food service b2b; refeicoes; dietas; operacao; seguranca; gestao"	Empresas com colaboradores, eventos, restaurantes, hospitais, escolas e operações que demandam alimentação	"Corporativo; indústria; saúde; educação; eventos; hotelaria; varejo"	Fornecer alimentação segura, previsível, conveniente e adequada ao volume de pessoas. Demanda típica: refeições.	"headcount alto; operação em turnos; novo escritório/fábrica; evento; troca de fornecedor; expansão; benefícios alimentares"	Prospectar empresas do ICP com sinais de headcount alto ou operação em turnos e potencial demanda por refeições e dietas.	Contrato recorrente + eventos	Alta
B2B-0381	Imobiliário Corporativo	Imobiliária Corporativa	Compra	"Compra; venda; locação; imóveis comerciais; consultoria"	"imobiliaria corporativa; imobiliario corporativo; compra; venda; locacao; imoveis comerciais; consultoria"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: compra.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por compra e venda.	Projeto + gestão recorrente	Média
B2B-0382	Imobiliário Corporativo	Consultoria Imobiliária Empresarial	Busca	"Busca; negociação; estudos; ocupação; estratégia"	"consultoria imobiliaria empresarial; imobiliario corporativo; busca; negociacao; estudos; ocupacao; estrategia"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: busca.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por busca e negociação.	Projeto + gestão recorrente	Média
B2B-0383	Imobiliário Corporativo	Empresa de Facilities Imobiliários	Operação	"Operação; manutenção; contratos; ocupação; indicadores"	"empresa de facilities imobiliarios; imobiliario corporativo; operacao; manutencao; contratos; ocupacao; indicadores"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: operação.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por operação e manutenção.	Projeto + gestão recorrente	Média
B2B-0384	Imobiliário Corporativo	Administradora de Imóveis Comerciais	Locação	"Locação; cobrança; manutenção; contratos; relatórios"	"administradora de imoveis comerciais; imobiliario corporativo; locacao; cobranca; manutencao; contratos; relatorios"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: locação.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por locação e cobrança.	Projeto + gestão recorrente	Média
B2B-0385	Imobiliário Corporativo	Administradora de Condomínios Comerciais	Financeiro	"Financeiro; fornecedores; assembleias; manutenção; portaria"	"administradora de condominios comerciais; imobiliario corporativo; financeiro; fornecedores; assembleias; manutencao; portaria"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: financeiro.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por financeiro e fornecedores.	Projeto + gestão recorrente	Média
B2B-0386	Imobiliário Corporativo	Coworking Corporativo	Estações	"Estações; salas; endereço; serviços; planos empresariais"	"coworking corporativo; imobiliario corporativo; estacoes; salas; endereco; servicos; planos empresariais"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: estações.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por estações e salas.	Projeto + gestão recorrente	Média
B2B-0387	Imobiliário Corporativo	Escritório Virtual	Endereço fiscal	"Endereço fiscal; atendimento; correspondência; salas; telefonia"	"escritorio virtual; imobiliario corporativo; endereco fiscal; atendimento; correspondencia; salas; telefonia"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: endereço fiscal.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por endereço fiscal e atendimento.	Projeto + gestão recorrente	Média
B2B-0388	Imobiliário Corporativo	Empresa de Built-to-Suit	Projetos	"Projetos; construção; locação sob medida; estruturação"	"empresa de built-to-suit; imobiliario corporativo; projetos; construcao; locacao sob medida; estruturacao"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: projetos.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por projetos e construção.	Projeto + gestão recorrente	Média
B2B-0389	Imobiliário Corporativo	Empresa de Sale and Leaseback	Estruturação	"Estruturação; avaliação; venda; locação; capital"	"empresa de sale and leaseback; imobiliario corporativo; estruturacao; avaliacao; venda; locacao; capital"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: estruturação.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por estruturação e avaliação.	Projeto + gestão recorrente	Média
B2B-0390	Imobiliário Corporativo	Consultoria de Workplace	Estratégia de ocupação	"Estratégia de ocupação; layout; híbrido; experiência; indicadores"	"consultoria de workplace; imobiliario corporativo; estrategia de ocupacao; layout; hibrido; experiencia; indicadores"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: estratégia de ocupação.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por estratégia de ocupação e layout.	Projeto + gestão recorrente	Média
B2B-0391	Imobiliário Corporativo	Empresa de Gestão de Espaços	Reservas	"Reservas; ocupação; sensores; analytics; workplace"	"empresa de gestao de espacos; imobiliario corporativo; reservas; ocupacao; sensores; analytics; workplace"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: reservas.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por reservas e ocupação.	Projeto + gestão recorrente	Média
B2B-0392	Imobiliário Corporativo	Corretora de Galpões	Locação	"Locação; venda; condomínios logísticos; terrenos; consultoria"	"corretora de galpoes; imobiliario corporativo; locacao; venda; condominios logisticos; terrenos; consultoria"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: locação.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por locação e venda.	Projeto + gestão recorrente	Média
B2B-0393	Imobiliário Corporativo	Corretora de Lajes Corporativas	Escritórios	"Escritórios; locação; venda; negociação; estudos"	"corretora de lajes corporativas; imobiliario corporativo; escritorios; locacao; venda; negociacao; estudos"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: escritórios.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por escritórios e locação.	Projeto + gestão recorrente	Média
B2B-0394	Imobiliário Corporativo	Empresa de Vistorias Imobiliárias	Vistorias	"Vistorias; laudos; inventário; entrega; recebimento"	"empresa de vistorias imobiliarias; imobiliario corporativo; vistorias; laudos; inventario; entrega; recebimento"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: vistorias.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por vistorias e laudos.	Projeto + gestão recorrente	Média
B2B-0395	Imobiliário Corporativo	Empresa de Avaliação de Imóveis	Laudos	"Laudos; valor de mercado; garantias; patrimônio"	"empresa de avaliacao de imoveis; imobiliario corporativo; laudos; valor de mercado; garantias; patrimonio"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: laudos.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por laudos e valor de mercado.	Projeto + gestão recorrente	Média
B2B-0396	Imobiliário Corporativo	Regularização Imobiliária Empresarial	Alvarás	"Alvarás; habite-se; AVCB; licenças; documentação"	"regularizacao imobiliaria empresarial; imobiliario corporativo; alvaras; habite-se; avcb; licencas; documentacao"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: alvarás.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por alvarás e habite-se.	Projeto + gestão recorrente	Média
B2B-0397	Imobiliário Corporativo	Empresa de Property Management	Gestão técnica	"Gestão técnica; financeira; contratos; ocupação; manutenção"	"empresa de property management; imobiliario corporativo; gestao tecnica; financeira; contratos; ocupacao; manutencao"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: gestão técnica.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por gestão técnica e financeira.	Projeto + gestão recorrente	Média
B2B-0398	Imobiliário Corporativo	Empresa de Asset Management Imobiliário	Estratégia	"Estratégia; portfólio; receitas; capex; performance"	"empresa de asset management imobiliario; imobiliario corporativo; estrategia; portfolio; receitas; capex; performance"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: estratégia.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por estratégia e portfólio.	Projeto + gestão recorrente	Média
B2B-0399	Imobiliário Corporativo	Empresa de Sinalização Imobiliária	Sinalização	"Sinalização; wayfinding; placas; identificação; instalação"	"empresa de sinalizacao imobiliaria; imobiliario corporativo; sinalizacao; wayfinding; placas; identificacao; instalacao"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: sinalização.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por sinalização e wayfinding.	Projeto + gestão recorrente	Média
B2B-0400	Imobiliário Corporativo	Empresa de Mudança e Relocation Corporativa	Mudança	"Mudança; planejamento; relocation; montagem; logística"	"empresa de mudanca e relocation corporativa; imobiliario corporativo; mudanca; planejamento; relocation; montagem; logistica"	Empresas expandindo, mudando, consolidando ou otimizando escritórios, lojas, galpões e ativos imobiliários	"Serviços; varejo; logística; indústria; tecnologia; saúde; franquias"	Encontrar, gerir, ocupar, avaliar ou regularizar imóveis corporativos. Demanda típica: mudança.	"nova unidade; mudança de endereço; crescimento de headcount; abertura de CD; downsizing; renovação de contrato; expansão geográfica"	Prospectar empresas do ICP com sinais de nova unidade ou mudança de endereço e potencial demanda por mudança e planejamento.	Projeto + gestão recorrente	Média
B2B-0401	Agronegócio	Consultoria Agronômica	Manejo	"Manejo; produtividade; solo; planejamento; assistência técnica"	"consultoria agronomica; agronegocio; manejo; produtividade; solo; planejamento; assistencia tecnica"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: manejo.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por manejo e produtividade.	Sazonal + recorrente	Alta
B2B-0402	Agronegócio	Distribuidora de Insumos Agrícolas	Sementes	"Sementes; fertilizantes; defensivos; biológicos; logística"	"distribuidora de insumos agricolas; agronegocio; sementes; fertilizantes; defensivos; biologicos; logistica"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: sementes.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por sementes e fertilizantes.	Sazonal + recorrente	Alta
B2B-0403	Agronegócio	Empresa de Agricultura de Precisão	Mapeamento	"Mapeamento; GPS; taxa variável; dados; sensores"	"empresa de agricultura de precisao; agronegocio; mapeamento; gps; taxa variavel; dados; sensores"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: mapeamento.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por mapeamento e gps.	Sazonal + recorrente	Alta
B2B-0404	Agronegócio	Empresa de Drones Agrícolas	Mapeamento	"Mapeamento; pulverização; imagens; monitoramento; relatórios"	"empresa de drones agricolas; agronegocio; mapeamento; pulverizacao; imagens; monitoramento; relatorios"	Fazendas, cooperativas, agroindústrias, distribuidores, tradings e produtores de médio/grande porte	"Agricultura; pecuária; agroindústria; cooperativas; armazenagem; exportação"	Produtividade, insumos, gestão, mecanização, rastreabilidade, armazenamento e comercialização. Demanda típica: mapeamento.	"nova safra; expansão de área; compra de máquinas; baixa produtividade; exportação; certificação; aumento de armazenagem"	Prospectar empresas do ICP com sinais de nova safra ou expansão de área e potencial demanda por mapeamento e pulverização.	Sazonal + recorrente	Alta
